Título,Autores,Idioma,Fecha de publicación,Editorial,Descripción,Palabras clave,Derechos de autor,Identificador único
"[('Choque de reyes', {})]",George R.R. Martin,"[('es', {})]","[('1998', {}), ('2011-06-17T16:00:00+00:00', {'{http://www.idpf.org/2007/opf}event': 'creation'})]","[('Gigamesh', {})]","[('Un cometa del color de la sangre hiende el cielo, cargado de malos augurios. Y hay razones sobradas para pensar así: los Siete Reinos se ven sacudidos por las luchas intestinas entre los nobles por la sucesión al Trono de Hierro. En la otra orilla del mar Angosto, la princesa Daenerys Targaryen conduce a su pueblo de jinetes salvajes a través del desierto. Y en los páramos helados del norte, más allá del Muro, un ejército implacable avanza hacia un territorio asolado por el caos y las guerras fratricidas.\nGeorge R.R. Martin, con pulso firme y enérgico, nos deleita con un brillante despliegue de personajes, engranando una trama rica, densa y sorprendente. Nos vuelve testigos de luchas fratricidas, intrigas y traiciones palaciegas en una tierra maldita por la guerra, donde fuerzas ocultas se alzan de nuevo y acechan para reinar en las noches del largo invierno que se avecina.', {})]",[],[],"[('9788493270223', {'id': 'BookId', '{http://www.idpf.org/2007/opf}scheme': 'ISBN'})]"
